省份,运营商,130 号段,131 号段,132 号段,145 号段,155 号段,156 号段,166 号段,171 号段,175 号段,176 号段,185 号段,186 号段,196 号段
新疆,联通,,,,,,,1669958,,1759969,1769980,,,
新疆,联通,,,,,,,1669959,,1759970,1769981,,,
新疆,联通,,,,,,,1669960,,1759971,1769982,,,
新疆,联通,,,,,,,1669961,,1759972,1769983,,,
新疆,联通,,,,,,,1669962,,1759973,1769984,,,
新疆,联通,,,,,,,1669963,,1759974,1769985,,,
新疆,联通,,,,,,,1669964,,1759975,1769986,,,
新疆,联通,,,,,,,1669965,,1759976,1769987,,,
新疆,联通,,,,,,,1669966,,1759977,1769988,,,
新疆,联通,,,,,,,1669967,,1759978,1769989,,,
新疆,联通,,,,,,,1669968,,1759979,1769990,,,
新疆,联通,,,,,,,1669969,,1759980,1769991,,,
新疆,联通,,,,,,,1669970,,1759981,1769992,,,
新疆,联通,,,,,,,1669971,,1759982,1769993,,,
新疆,联通,,,,,,,1669972,,1759983,1769994,,,
新疆,联通,,,,,,,1669973,,1759984,1769995,,,
新疆,联通,,,,,,,1669974,,1759985,1769996,,,
新疆,联通,,,,,,,1669975,,1759986,1769997,,,
新疆,联通,,,,,,,1669976,,1759987,1769998,,,
新疆,联通,,,,,,,1669977,,1759988,1769999,,,
新疆,联通,,,,,,,1669978,,1759989,,,,
新疆,联通,,,,,,,1669979,,1759990,,,,
新疆,联通,,,,,,,1669980,,1759991,,,,
新疆,联通,,,,,,,1669981,,1759992,,,,
新疆,联通,,,,,,,1669982,,1759993,,,,
新疆,联通,,,,,,,1669983,,1759994,,,,
新疆,联通,,,,,,,1669984,,1759995,,,,
新疆,联通,,,,,,,1669985,,1759996,,,,
新疆,联通,,,,,,,1669986,,1759997,,,,
新疆,联通,,,,,,,1669987,,1759998,,,,
新疆,联通,,,,,,,1669988,,1759999,,,,
新疆,联通,,,,,,,1669989,,,,,,
新疆,联通,,,,,,,1669990,,,,,,
新疆,联通,,,,,,,1669991,,,,,,
新疆,联通,,,,,,,1669992,,,,,,
新疆,联通,,,,,,,1669993,,,,,,
新疆,联通,,,,,,,1669994,,,,,,
新疆,联通,,,,,,,1669995,,,,,,
新疆,联通,,,,,,,1669996,,,,,,
新疆,联通,,,,,,,1669997,,,,,,
新疆,联通,,,,,,,1669998,,,,,,
新疆,联通,,,,,,,1669999,,,,,,
