省份,运营商,135 号段,136 号段,137 号段,138 号段,139 号段,147 号段,148 号段,150 号段,151 号段,152 号段,157 号段,158 号段,159 号段,165 号段,170 号段,172 号段,178 号段,182 号段,183 号段,184 号段,187 号段,188 号段,195 号段,197 号段,198 号段
天津,移动,1350215,1360215,1370215,1380214,1390214,1472205,,1502205,1512205,1522205,1571025,1582205,1590035,1651270,1700062,1727542,1782205,1820255,1832205,1842205,1872205,1881255,1950195,,1982204
天津,移动,1350216,1360216,1370216,1380215,1390215,1472206,,1502206,1512206,1522206,1571026,1582206,1590036,1651322,1700063,1727545,1782206,1820256,1832206,1842206,1872206,1881256,1950196,,1982205
天津,移动,1350217,1360217,1370217,1380216,1390216,1472207,,1502207,1512207,1522207,1571027,1582207,1590037,1651568,1700064,1727662,1782207,1820257,1832207,1842207,1872207,1881257,1950197,,1982206
天津,移动,1350218,1360218,1370218,1380217,1390217,1472208,,1502208,1512208,1522208,1571028,1582208,1590038,1651605,1700065,1727776,1782208,1820258,1832208,1842208,1872208,1881258,1950198,,1982207
天津,移动,1350219,1360219,1370219,1380218,1390218,1472209,,1502209,1512209,1522209,1571029,1582209,1590039,1651606,1700066,1729490,1782209,1820259,1832209,1842209,1872209,1881259,1950199,,1982208
天津,移动,1351200,1361200,1374020,1380219,1390219,1472210,,1502210,1512210,1522210,1571220,1582210,1590220,1651882,1700067,1729491,1782210,1820260,1832210,1842210,1872210,1881260,1950260,,1982209
天津,移动,1351201,1361201,1375200,1380300,1392000,1472211,,1502211,1512211,1522211,1571221,1582211,1590221,1652082,1700068,1729492,1782211,1820261,1832211,1842211,1872211,1881261,1950261,,1982210
天津,移动,1351202,1361202,1375201,1380301,1392001,1472212,,1502212,1512212,1522212,1571222,1582212,1590222,1652112,1700069,1729493,1782212,1820262,1832212,1842212,1872212,1881262,1950262,,1982211
天津,移动,1351203,1361203,1375202,1380302,1392002,1472213,,1502213,1512213,1522213,1571223,1582213,1590223,1652122,1700134,1729494,1782213,1820263,1832213,1842213,1872213,1881263,1950263,,1982212
天津,移动,1351204,1361204,1375203,1380303,1392003,1472214,,1502214,1512214,1522214,1571224,1582214,1590224,1652200,1700135,1729495,1782214,1820264,1832214,1842214,1872214,1881264,1950264,,1982213
天津,移动,1351205,1361205,1375204,1380304,1392004,1472215,,1502215,1512215,1522215,1571225,1582215,1590225,1652201,1700220,1729496,1782215,1820265,1832215,1842215,1872215,1881265,1950265,,1982214
天津,移动,1351206,1361206,1375205,1380305,1392005,1472216,,1502216,1512216,1522216,1571226,1582216,1590226,1652203,1700221,1729497,1782216,1820266,1832216,1842216,1872216,1881266,1950266,,1982215
天津,移动,1351207,1361207,1375206,1380306,1392006,1472217,,1502217,1512217,1522217,1571227,1582217,1590227,1652204,1700222,1729617,1782217,1820267,1832217,1842217,1872217,1881267,1950267,,1982216
